Location,year,CountDate,LPSLamprey,dayCount,dayCorrectionFactor,dayCountCorrected,dayComments,nightCount,nightCorrectionFactor,nightCountCorrected,nightComments
"Bonneville Washington Shore",2017,06/23/2017,832,1116,,,,-284,,,
"Bonneville Washington Shore",2017,06/24/2017,1833,839,,,,994,,,
"Bonneville Washington Shore",2017,06/25/2017,1491,1286,,,,205,,,
"Bonneville Washington Shore",2017,06/26/2017,296,647,,,,-351,,,
"Bonneville Washington Shore",2017,06/27/2017,820,715,,,,105,,,
"Bonneville Washington Shore",2017,06/28/2017,758,487,,,,271,,,
"Bonneville Washington Shore",2017,06/29/2017,285,342,,,,-57,,,
"Bonneville Washington Shore",2017,06/30/2017,934,491,,,,443,,,
"Bonneville Washington Shore",2017,07/01/2017,1529,462,,,,1067,,,
"Bonneville Washington Shore",2017,07/02/2017,855,343,,,,512,,,
"Bonneville Washington Shore",2017,07/03/2017,1438,336,,,,1102,,,
"Bonneville Washington Shore",2017,07/04/2017,1068,596,,,,472,,,
"Bonneville Washington Shore",2017,07/05/2017,872,397,,,,475,,,
"Bonneville Washington Shore",2017,07/06/2017,727,514,,,,213,,,
"Bonneville Washington Shore",2017,07/07/2017,853,560,,,,293,,,
"Bonneville Washington Shore",2017,07/08/2017,1605,670,,,,935,,,
"Bonneville Washington Shore",2017,07/09/2017,2104,784,,,,1320,,,
"Bonneville Washington Shore",2017,07/10/2017,1856,846,,,,1010,,,
"Bonneville Washington Shore",2017,07/11/2017,1611,524,,,,1087,,,
"Bonneville Washington Shore",2017,07/12/2017,876,412,,,,464,,,
"Bonneville Washington Shore",2017,07/13/2017,1448,630,,,,818,,,
"Bonneville Washington Shore",2017,07/14/2017,875,383,,,,492,,,
"Bonneville Washington Shore",2017,07/15/2017,900,361,,,,539,,,
"Bonneville Washington Shore",2017,07/16/2017,1307,520,,,,787,,,
"Bonneville Washington Shore",2017,07/17/2017,1238,668,,,,570,,,
"Bonneville Washington Shore",2017,07/18/2017,1224,740,,,,484,,,
"Bonneville Washington Shore",2017,07/19/2017,851,488,,,,363,,,
"Bonneville Washington Shore",2017,07/20/2017,1055,520,,,,535,,,
"Bonneville Washington Shore",2017,07/21/2017,797,340,,,,457,,,
"Bonneville Washington Shore",2017,07/22/2017,1171,217,,,,954,,,
"Bonneville Washington Shore",2017,07/23/2017,935,254,,,,681,,,
"Bonneville Washington Shore",2017,07/24/2017,1397,540,,,,857,,,
"Bonneville Washington Shore",2017,07/25/2017,512,218,,,,294,,,
"Bonneville Washington Shore",2017,07/26/2017,1096,187,,,,909,,,
"Bonneville Washington Shore",2017,07/27/2017,1074,222,,,,852,,,
"Bonneville Washington Shore",2017,07/28/2017,1743,216,,,,1527,,,
"Bonneville Washington Shore",2017,07/29/2017,1276,402,,,,874,,,
"Bonneville Washington Shore",2017,07/30/2017,864,292,,,,572,,,
"Bonneville Washington Shore",2017,07/31/2017,786,275,,,,511,,,
"Bonneville Washington Shore",2017,08/01/2017,897,310,,,,587,,,
"Bonneville Washington Shore",2017,08/02/2017,1114,534,,,,580,,,
"Bonneville Washington Shore",2017,08/03/2017,1057,574,,,,483,,,
"Bonneville Washington Shore",2017,08/04/2017,881,356,,,,525,,,
"Bonneville Washington Shore",2017,08/05/2017,1192,400,,,,792,,,
"Bonneville Washington Shore",2017,08/06/2017,570,300,,,,270,,,
"Bonneville Washington Shore",2017,08/07/2017,586,293,,,,293,,,
"Bonneville Washington Shore",2017,08/08/2017,614,227,,,,387,,,
"Bonneville Washington Shore",2017,08/09/2017,652,179,,,,473,,,
"Bonneville Washington Shore",2017,08/10/2017,748,218,,,,530,,,
"Bonneville Washington Shore",2017,08/11/2017,799,238,,,,561,,,
"Bonneville Washington Shore",2017,08/12/2017,632,103,,,,529,,,
"Bonneville Washington Shore",2017,08/13/2017,891,438,,,,453,,,
"Bonneville Washington Shore",2017,08/14/2017,411,98,,,,313,,,
"Bonneville Washington Shore",2017,08/15/2017,433,104,,,,329,,,
"Bonneville Washington Shore",2017,08/16/2017,246,76,,,,170,,,
"Bonneville Washington Shore",2017,08/17/2017,176,85,,,,91,,,
"Bonneville Washington Shore",2017,08/18/2017,326,91,,,,235,,,
"Bonneville Washington Shore",2017,08/19/2017,487,150,,,,337,,,
"Bonneville Washington Shore",2017,08/20/2017,160,143,,,,17,,,
"Bonneville Washington Shore",2017,08/21/2017,376,82,,,,294,,,
"Bonneville Washington Shore",2017,08/22/2017,472,140,,,,332,,,
"Bonneville Washington Shore",2017,08/23/2017,125,152,,,,-27,,,
"Bonneville Washington Shore",2017,08/24/2017,187,94,,,,93,,,
"Bonneville Washington Shore",2017,08/25/2017,143,67,,,,76,,,
"Bonneville Washington Shore",2017,08/26/2017,207,35,,,,172,,,
"Bonneville Washington Shore",2017,08/27/2017,210,88,,,,122,,,
"Bonneville Washington Shore",2017,08/28/2017,133,43,,,,90,,,
"Bonneville Washington Shore",2017,08/29/2017,229,60,,,,169,,,
"Bonneville Washington Shore",2017,08/30/2017,-118,38,,,,-156,,,
"Bonneville Washington Shore",2017,08/31/2017,116,50,,,,66,,,
"Bonneville Washington Shore",2017,09/01/2017,234,66,,,,168,,,
"Bonneville Washington Shore",2017,09/02/2017,282,82,,,,200,,,
"Bonneville Washington Shore",2017,09/03/2017,183,49,,,,134,,,
"Bonneville Washington Shore",2017,09/04/2017,160,38,,,,122,,,
"Bonneville Washington Shore",2017,09/05/2017,-50,,,,,-50,,,
"Bonneville Washington Shore",2017,09/06/2017,-8,16,,,,-24,,,
"Bonneville Washington Shore",2017,09/07/2017,340,148,,,,192,,,
"Bonneville Washington Shore",2017,09/08/2017,338,162,,,,176,,,
"Bonneville Washington Shore",2017,09/09/2017,164,163,,,,1,,,
"Bonneville Washington Shore",2017,09/10/2017,79,62,,,,17,,,
"Bonneville Washington Shore",2017,09/11/2017,1,53,,,,-52,,,
"Bonneville Washington Shore",2017,09/12/2017,-15,-2,,,,-13,,,
"Bonneville Washington Shore",2017,09/13/2017,86,44,,,,42,,,
"Bonneville Washington Shore",2017,09/14/2017,40,22,,,,18,,,
"Bonneville Washington Shore",2017,09/15/2017,118,36,,,,82,,,
"Bonneville Washington Shore",2017,09/16/2017,187,12,,,,175,,,
"Bonneville Washington Shore",2017,09/17/2017,92,24,,,,68,,,
"Bonneville Washington Shore",2017,09/18/2017,56,26,,,,30,,,
"Bonneville Washington Shore",2017,09/19/2017,36,14,,,,22,,,
"Bonneville Washington Shore",2017,09/20/2017,67,11,,,,56,,,
"Bonneville Washington Shore",2017,09/21/2017,57,8,,,,49,,,
"Bonneville Washington Shore",2017,09/22/2017,12,10,,,,2,,,
"Bonneville Washington Shore",2017,09/23/2017,19,10,,,,9,,,
"Bonneville Washington Shore",2017,09/24/2017,8,-1,,,,9,,,
"Bonneville Washington Shore",2017,09/25/2017,17,10,,,,7,,,
"Bonneville Washington Shore",2017,09/26/2017,72,13,,,,59,,,
"Bonneville Washington Shore",2017,09/27/2017,30,19,,,,11,,,
"Bonneville Washington Shore",2017,09/28/2017,27,10,,,,17,,,
"Bonneville Washington Shore",2017,09/29/2017,56,17,,,,39,,,
"Bonneville Washington Shore",2017,09/30/2017,41,4,,,,37,,,
"Bonneville Washington Shore",2017,10/01/2017,5,5,,,,0,,,
"Bonneville Washington Shore",2017,10/02/2017,4,4,,,,0,,,
"Bonneville Washington Shore",2017,10/03/2017,2,2,,,,0,,,
"Bonneville Washington Shore",2017,10/04/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/05/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/06/2017,4,4,,,,0,,,
"Bonneville Washington Shore",2017,10/07/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,10/08/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,10/09/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,10/10/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,10/11/2017,2,2,,,,0,,,
"Bonneville Washington Shore",2017,10/12/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/13/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/14/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/15/2017,2,2,,,,0,,,
"Bonneville Washington Shore",2017,10/16/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/17/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/18/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/19/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/20/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/21/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,10/22/2017,7,7,,,,0,,,
"Bonneville Washington Shore",2017,10/23/2017,5,5,,,,0,,,
"Bonneville Washington Shore",2017,10/24/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,10/25/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,10/26/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/27/2017,2,2,,,,0,,,
"Bonneville Washington Shore",2017,10/28/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,10/29/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,10/30/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,10/31/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,11/01/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/02/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,11/03/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,11/04/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/05/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/06/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/07/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/08/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/09/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/10/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/11/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/12/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/13/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,11/14/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/15/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/16/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,11/17/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/18/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/19/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/20/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/21/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/22/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/23/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/24/2017,1,1,,,,0,,,
"Bonneville Washington Shore",2017,11/25/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/26/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/27/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/28/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/29/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,11/30/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/01/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,12/02/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/03/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/04/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/05/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/06/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/07/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/08/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/09/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/10/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,12/11/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/12/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/13/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/14/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/15/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/16/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/17/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/18/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/19/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/20/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/21/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/22/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/23/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,12/24/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,12/25/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/26/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/27/2017,-1,-1,,,,0,,,
"Bonneville Washington Shore",2017,12/28/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/29/2017,-2,-2,,,,0,,,
"Bonneville Washington Shore",2017,12/30/2017,0,0,,,,0,,,
"Bonneville Washington Shore",2017,12/31/2017,-1,-1,,,,0,,,
